region,school,graduates_2019,graduates_2014,median_debt,median_income,debt_to_earnings_ratio,white_pct,aian_pct,asian_pct,black_pct,hisp_pct,unkn_pct,two_plus_pct,men_pct,women_pct,graduates_2018,graduates_2017,graduates_2016,graduates_2015,inst_location,inst_type,inst_classification,inst_special_designations,int_pct_online,inst_undergrads,inst_undergrads_nondeg,inst_pell,inst_low_inc_pct,inst_undergrad_women_pct,inst_undergrad_nonwhite_pct,inst_grads,inst_tuition_instate,inst_tuition_outstate,inst_coa,inst_net_price,inst_net_price_30k,inst_floan_pct,inst_median_debt,inst_completion_rate,inst_econ_mobility_rate,inst_lowinc_to_highinc,inst_inc_6yr,inst_inc_10yr,inst_inc_10yr_grad
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Career Technical Institute",213,373,9500,21508,0.442,0.070,0.000,0.033,0.770,0.127,0.000,0.000,0.296,0.704,283,205,290,376,"District of Columbia, Washington","Private, For-profit","Data Unavailable","",0.337,371,"Data Unavailable",0.894,0.225,0.704,0.930,"Data Unavailable","Data Unavailable","Data Unavailable",22473,17752,16973,0.916,7974,0.680,0.022,0.096,25011,29850,30747
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Chamberlain University-Virginia (Branch Campus)",136,96,22375,71156,0.314,0.221,0.000,0.132,0.463,0.118,0.037,0.007,0.103,0.897,147,143,106,114,"Virginia, Vienna","Private, For-profit","Data Unavailable","",0.644,478,"Data Unavailable",0.464,0.225,0.897,0.728,"Data Unavailable",19375,19375,39815,33982,33982,0.952,22204,0.500,0.022,0.096,75060,77512,30747
"Washington-Arlington-Alexandria, DC-VA-MD-WV","College of Southern Maryland",1814,1835,10954,28790,0.380,0.633,0.002,0.030,0.201,0.052,0.013,0.059,0.365,0.635,2350,1973,1926,1878,"Maryland, La Plata","Public","Two-year (public and private not-for-profit)","",0.452,5730,621,0.209,0.072,0.635,0.350,"Data Unavailable",3930,8820,12320,8205,6233,0.318,9000,0.166,0.013,0.187,32946,38797,43068
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Columbia College",110,137,4130,19642,0.210,0.155,0.000,0.282,0.018,0.109,0.100,0.000,0.355,0.645,165,177,269,157,"Virginia, Vienna","Private, For-profit","Data Unavailable","",0.434,345,19,0.589,0.225,0.645,0.409,"Data Unavailable","Data Unavailable","Data Unavailable",15531,9885,9302,0.031,5277,0.495,0.022,0.096,24099,"Data Unavailable",30747
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Columbia College (Branch Campus)",154,85,4130,19642,0.210,0.513,0.000,0.227,0.000,0.149,0.000,0.000,0.247,0.753,88,65,85,70,"Virginia, Centreville","Private, For-profit","Data Unavailable","",0.338,228,6,0.758,0.225,0.753,0.377,"Data Unavailable","Data Unavailable","Data Unavailable",15531,9478,9465,0.031,5277,0.640,0.022,0.096,24099,"Data Unavailable",30747
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Columbia Institute (Branch Campus)",110,33,4130,19642,0.210,0.045,0.018,0.427,0.091,0.355,0.000,0.009,0.273,0.727,67,53,36,37,"Maryland, Silver Spring","Private, For-profit","Data Unavailable","",0.249,205,"Data Unavailable",0.804,0.225,0.727,0.900,"Data Unavailable","Data Unavailable","Data Unavailable",15531,9782,9769,0.031,5277,0.485,0.022,0.096,24099,"Data Unavailable",30747
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Culpeper Cosmetology Training Center",14,21,9680,"Data Unavailable",Data Unavailable,0.857,0.000,0.000,0.143,0.000,0.000,0.000,0.071,0.929,19,18,22,29,"Virginia, Culpeper","Public","Data Unavailable","",0.000,32,"Data Unavailable",0.780,"Data Unavailable",0.929,0.143,"Data Unavailable","Data Unavailable","Data Unavailable",17012,12982,12636,"Data Unavailable","Data Unavailable",0.889,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","DeVry University-Virginia (Branch Campus)",138,418,45526,62908,0.724,0.348,0.014,0.014,0.355,0.058,0.051,0.014,0.572,0.428,170,275,378,408,"Virginia, Arlington","Private, For-profit","Four-year for-profit","",0.762,150,"Data Unavailable",0.442,0.176,0.428,0.457,131,18023,18023,37959,30541,"Data Unavailable",0.819,28308,0.148,0.043,0.243,37536,44484,45399
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Dermal Science International Aesthetics and Nail Academy",114,53,6333,24615,0.257,0.526,0.000,0.132,0.132,0.070,0.000,0.140,0.018,0.982,68,83,98,65,"Virginia, Reston","Private, For-profit","Data Unavailable","",0.000,68,"Data Unavailable",0.387,"Data Unavailable",0.982,0.474,"Data Unavailable","Data Unavailable","Data Unavailable",13283,10094,10094,0.891,"Data Unavailable",0.171,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Divine Mercy University",98,20,"Data Unavailable","Data Unavailable",Data Unavailable,0.551,0.000,0.041,0.031,0.143,0.143,0.000,0.316,0.684,41,61,23,25,"Virginia, Sterling","Private, Non-profit","Data Unavailable","",1.000,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",0.684,0.224,340,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Eastern Virginia Career College",186,179,17935,38289,0.468,0.559,0.000,0.022,0.317,0.065,0.011,0.027,0.097,0.903,142,127,119,207,"Virginia, Fredericksburg","Private, For-profit","Data Unavailable","",0.000,234,27,0.447,0.225,0.903,0.430,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",0.905,9532,0.854,0.022,0.096,31634,32388,30747
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Fairfax University of America",131,0,"Data Unavailable","Data Unavailable",Data Unavailable,0.031,0.000,0.031,0.053,0.008,0.069,0.000,0.534,0.466,226,580,566,0,"Virginia, Fairfax","Private, Non-profit","Data Unavailable","",0.000,34,3,0.020,"Data Unavailable",0.466,0.092,116,10328,10328,23680,21906,20132,"Data Unavailable","Data Unavailable",0.000,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Fortis College-Landover (Branch Campus)",317,0,32220,"Data Unavailable",Data Unavailable,0.054,0.003,0.009,0.675,0.243,0.006,0.009,0.076,0.924,0,0,0,0,"Maryland, Landover","Private, For-profit","Less than two-year schools of any type","",0.000,625,"Data Unavailable",0.705,"Data Unavailable",0.924,0.940,"Data Unavailable",15061,15061,28157,22856,22674,"Data Unavailable",9500,0.477,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Frederick Community College",1022,1023,8500,27719,0.307,0.660,0.005,0.045,0.113,0.115,0.001,0.052,0.436,0.564,1112,1142,1168,1080,"Maryland, Frederick","Public","Two-year (public and private not-for-profit)","",0.379,4346,1783,0.177,0.050,0.564,0.331,"Data Unavailable",3676,9556,10567,5816,3856,0.417,7000,0.237,0.009,0.169,33774,39674,40515
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Gallaudet University",382,358,28095,48823,0.575,0.589,0.005,0.029,0.084,0.126,0.060,0.034,0.351,0.649,370,411,424,408,"District of Columbia, Washington","Private, Non-profit","Nonselective four-year private not-for-profit","",0.204,1058,17,0.562,0.132,0.649,0.280,410,17038,17038,38084,14595,12439,0.636,18935,0.265,0.006,0.043,31045,33841,23310
"Washington-Arlington-Alexandria, DC-VA-MD-WV","George Mason University",9753,8739,20500,49843,0.411,0.462,0.002,0.155,0.100,0.123,0.028,0.031,0.413,0.587,9515,9037,8840,8715,"Virginia, Fairfax","Public","Selective public","",0.333,26013,649,0.295,0.061,0.587,0.414,11201,12564,36024,26773,21048,16204,0.836,19750,0.495,0.031,0.503,60256,66148,62715
"Washington-Arlington-Alexandria, DC-VA-MD-WV","George Washington University",9532,8794,28884,57477,0.503,0.451,0.003,0.092,0.094,0.085,0.080,0.026,0.400,0.600,9352,8646,8187,8500,"District of Columbia, Washington","Private, Non-profit","Other elite schools (public and private)","",0.225,12031,453,0.146,0.051,0.600,0.300,15330,56935,56935,71702,33719,17614,0.928,20500,0.756,0.022,0.423,67732,80606,70929
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Georgetown University",6243,5413,62410,48041,1.299,0.481,0.001,0.089,0.070,0.070,0.035,0.031,0.461,0.539,6081,5960,5872,5598,"District of Columbia, Washington","Private, Non-profit","Other elite schools (public and private)","",0.148,7141,372,0.134,0.032,0.539,0.263,12080,56058,56058,73840,28909,5248,0.841,16500,0.908,0.019,0.610,75642,96375,93684
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Germanna Community College",1794,1805,9069,23967,0.378,0.654,0.002,0.035,0.132,0.106,0.005,0.060,0.363,0.637,2303,2017,1833,1730,"Virginia, Locust Grove","Public","Two-year (public and private not-for-profit)","",0.405,5236,1989,0.232,0.073,0.637,0.338,"Data Unavailable",4913,10916,11446,7655,5919,0.308,9500,0.226,0.010,0.135,30250,36336,36741
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Hair Academy",168,141,13000,16624,0.782,0.018,0.000,0.006,0.929,0.048,0.000,0.000,0.387,0.613,144,139,181,147,"Maryland, New Carrollton","Private, For-profit","Less than two-year schools of any type","",0.000,416,"Data Unavailable",0.808,"Data Unavailable",0.613,0.982,"Data Unavailable","Data Unavailable","Data Unavailable",18737,16072,15821,0.901,11952,0.296,"Data Unavailable","Data Unavailable",17348,21049,"Data Unavailable"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Hair Academy II",67,35,"Data Unavailable","Data Unavailable",Data Unavailable,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.328,0.672,84,62,43,40,"Maryland, Hillcrest Heights","Private, For-profit","Data Unavailable","",0.000,216,"Data Unavailable",0.918,"Data Unavailable",0.672,1.000,"Data Unavailable","Data Unavailable","Data Unavailable",19724,17463,17179,0.794,8559,0.205,"Data Unavailable","Data Unavailable",25693,28757,"Data Unavailable"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Hair Expressions Academy",74,45,"Data Unavailable","Data Unavailable",Data Unavailable,0.311,0.000,0.027,0.459,0.203,0.000,0.000,0.027,0.973,48,44,22,35,"Maryland, Rockville","Private, For-profit","Data Unavailable","",0.000,97,"Data Unavailable",0.508,0.225,0.973,0.689,"Data Unavailable","Data Unavailable","Data Unavailable",19653,14680,13872,0.944,9833,0.645,0.022,0.096,27162,31476,30747
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Hood College",591,643,25101,41193,0.609,0.569,0.000,0.029,0.098,0.065,0.034,0.041,0.384,0.616,591,576,659,644,"Maryland, Frederick","Private, Non-profit","Selective private","",0.016,1106,20,0.372,0.064,0.616,0.233,876,41060,41060,55039,23767,14381,0.911,25000,0.552,0.028,0.435,45764,51779,50838
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Howard University",1822,1567,26000,35416,0.734,0.024,0.002,0.023,0.826,0.008,0.000,0.000,0.319,0.681,1750,1923,1846,1865,"District of Columbia, Washington","Private, Non-profit","Selective private","Historically Black Colleges and Universities",0.114,6461,65,0.435,0.108,0.681,0.861,2873,27206,27206,44651,41289,37757,0.839,25000,0.522,0.040,0.371,56701,56236,55056
"Washington-Arlington-Alexandria, DC-VA-MD-WV","IGlobal University",201,4,"Data Unavailable","Data Unavailable",Data Unavailable,0.005,0.000,0.010,0.000,0.000,0.000,0.000,0.642,0.358,108,80,72,19,"Virginia, Vienna","Private, For-profit","Data Unavailable","",0.709,71,"Data Unavailable",0.042,"Data Unavailable",0.358,0.010,228,14000,14000,22722,19167,19167,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Institute of World Politics",58,45,56400,61020,0.924,0.724,0.000,0.086,0.034,0.034,0.103,0.017,0.741,0.259,51,33,37,65,"District of Columbia, Washington","Private, Non-profit","Data Unavailable","",0.000,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",0.259,0.172,143,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Kenny's Beauty Academy",1,0,"Data Unavailable","Data Unavailable",Data Unavailable,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0,0,0,0,"Virginia, Arlington","Private, For-profit","Data Unavailable","",0.000,9,"Data Unavailable",0.357,"Data Unavailable",1.000,0.000,"Data Unavailable","Data Unavailable","Data Unavailable",18502,14753,14753,"Data Unavailable","Data Unavailable",0.000,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Maple Springs Baptist Bible College and Seminary",11,15,"Data Unavailable","Data Unavailable",Data Unavailable,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.636,0.364,11,11,8,12,"Maryland, Capitol Heights","Private, Non-profit","Data Unavailable","",0.000,50,"Data Unavailable",0.111,0.225,0.364,1.000,37,5400,5400,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",0.279,0.022,0.096,"Data Unavailable","Data Unavailable",30747
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Marymount University",968,1191,27000,53179,0.508,0.476,0.004,0.064,0.119,0.131,0.046,0.030,0.273,0.727,995,1010,1041,1027,"Virginia, Arlington","Private, Non-profit","Selective private","",0.188,2127,31,0.269,0.096,0.727,0.351,1205,33330,33330,47854,26078,22212,0.921,25000,0.466,0.034,0.359,66303,60360,52170
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Montgomery Beauty School",46,67,9666,19835,0.487,0.000,0.000,0.000,0.674,0.326,0.000,0.000,0.261,0.739,65,72,67,56,"Maryland, Silver Spring","Private, For-profit","Data Unavailable","",0.000,140,"Data Unavailable",0.848,0.225,0.739,1.000,"Data Unavailable","Data Unavailable","Data Unavailable",19365,16360,15754,0.897,9500,0.644,0.022,0.096,18772,21827,30747
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Montgomery College",3065,2713,9750,22455,0.434,0.247,0.002,0.125,0.242,0.227,0.002,0.027,0.447,0.553,2878,2823,2841,2979,"Maryland, Rockville","Public","Two-year (public and private not-for-profit)","Asian American Native American Pacific Islander-Serving Institution, Hispanic-serving Institution",0.297,16940,4320,0.304,0.133,0.553,0.624,"Data Unavailable",5322,14034,14935,9650,8254,0.310,10000,0.095,0.030,0.228,40540,47312,40071
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Mount St. Mary's University",676,606,25500,46673,0.546,0.692,0.004,0.038,0.122,0.093,0.012,0.022,0.481,0.519,681,591,611,713,"Maryland, Emmitsburg","Private, Non-profit","Selective private","",0.122,1831,67,0.275,0.031,0.519,0.282,464,42590,42590,56451,27954,24652,0.923,25000,0.625,0.010,0.311,53942,58600,58275
"Washington-Arlington-Alexandria, DC-VA-MD-WV","National Conservatory of Dramatic Arts",24,24,"Data Unavailable",21052,Data Unavailable,0.458,0.042,0.000,0.375,0.083,0.000,0.042,0.500,0.500,22,25,27,29,"District of Columbia, Washington","Private, Non-profit","Data Unavailable","",0.000,36,"Data Unavailable",0.293,0.225,0.500,0.542,"Data Unavailable",10400,10400,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",0.500,0.022,0.096,"Data Unavailable","Data Unavailable",30747
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Northern Virginia Community College",7598,7374,11000,32569,0.338,0.341,0.003,0.186,0.144,0.235,0.016,0.035,0.481,0.519,7004,7443,7752,7528,"Virginia, Annandale","Public","Two-year (public and private not-for-profit)","Asian American Native American Pacific Islander-Serving Institution, Hispanic-serving Institution",0.225,36485,15337,0.230,0.097,0.519,0.608,"Data Unavailable",5610,11693,15173,10005,8175,0.461,11000,0.112,0.025,0.260,41671,47528,41403
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Northern Virginia School of Therapeutic Massage",109,96,6333,21234,0.298,0.358,0.009,0.138,0.312,0.110,0.000,0.073,0.312,0.688,154,118,83,116,"Virginia, Falls Church","Private, For-profit","Data Unavailable","",0.000,135,"Data Unavailable",0.393,0.225,0.688,0.642,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",0.933,6333,"Data Unavailable",0.022,0.096,25528,"Data Unavailable",30747
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Omega Studios' School of Applied Recording Arts & Sciences",61,60,5500,23391,0.235,0.328,0.000,0.000,0.475,0.148,0.000,0.049,0.951,0.049,63,59,79,55,"Maryland, Rockville","Private, For-profit","Data Unavailable","",0.000,104,"Data Unavailable",0.347,0.225,0.049,0.672,"Data Unavailable","Data Unavailable","Data Unavailable",39074,36217,32979,"Data Unavailable",5500,0.091,0.022,0.096,43528,"Data Unavailable",30747
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Patrick Henry College",58,0,"Data Unavailable","Data Unavailable",Data Unavailable,0.878,0.000,0.035,0.017,0.052,0.000,0.000,0.530,0.470,0,0,0,0,"Virginia, Purcellville","Private, Non-profit","Data Unavailable","",0.085,292,13,0.000,"Data Unavailable",0.470,0.122,"Data Unavailable",27922,27922,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",0.575,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Paul Mitchell the School-Tysons Corner (Branch Campus)",86,111,12389,19963,0.621,0.302,0.000,0.047,0.349,0.116,0.000,0.151,0.128,0.872,99,106,130,85,"Virginia, McLean","Private, For-profit","Data Unavailable","",0.000,197,"Data Unavailable",0.382,0.225,0.872,0.686,"Data Unavailable","Data Unavailable","Data Unavailable",25281,21776,19904,0.924,12389,0.038,0.022,0.096,25842,"Data Unavailable",30747
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Paul Mitchell the School-Woodbridge (Branch Campus)",56,72,12389,19963,0.621,0.321,0.000,0.018,0.411,0.161,0.018,0.071,0.000,1.000,68,67,94,86,"Virginia, Woodbridge","Private, For-profit","Data Unavailable","",0.000,159,"Data Unavailable",0.507,0.225,1.000,0.661,"Data Unavailable","Data Unavailable","Data Unavailable",15618,10818,10087,0.924,12389,0.000,0.022,0.096,25842,"Data Unavailable",30747
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies",33,19,"Data Unavailable","Data Unavailable",Data Unavailable,0.818,0.000,0.000,0.000,0.091,0.000,0.000,0.848,0.152,28,27,21,31,"District of Columbia, Washington","Private, Non-profit","Data Unavailable","",0.000,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",0.152,0.091,84,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Pontifical John Paul II Institute for Studies on Marriage and Family",21,28,"Data Unavailable","Data Unavailable",Data Unavailable,0.857,0.000,0.048,0.048,0.000,0.000,0.000,0.429,0.571,21,13,13,21,"District of Columbia, Washington","Private, Non-profit","Data Unavailable","",0.000,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",0.571,0.095,62,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
